plot,tree,DBH,Height,CBH,life,CW_E,CW_S,CW_W,CW_N,x,y,SD,CLR,CW,CW_EW,CW_SN,Age Group
29,бДр╤ки,19,15.7,11.7,а╪,1.82,1.74,1.68,1.7,8.6,0.8,1355.555556,0.25,3.47,3.5,3.44,╧ЩйЛаж
34,бДр╤ки,19,11.9,4.9,а╪,2.08,2.29,2.07,2.13,8.9,6,977.7777778,0.59,4.285,4.15,4.42,╧ЩйЛаж
36,бДр╤ки,19,13.7,8.4,а╪,1.75,1.34,1.59,1.83,6.4,8.3,1088.888889,0.39,3.255,3.34,3.17,╧ЩйЛаж
42,бДр╤ки,19,14.5,10.3,а╪,2.08,1.72,1.89,2,8.5,6.2,2288.888889,0.29,3.845,3.97,3.72,╧ЩйЛаж
42,бДр╤ки,19,15.1,9.3,а╪,1.78,1.71,2.28,2.04,3.2,6,2288.888889,0.38,3.905,4.06,3.75,╧ЩйЛаж
42,бДр╤ки,19,14.2,8.8,а╪,2.8,2.2,2,1.9,1.4,9.2,2288.888889,0.38,4.45,4.8,4.1,╧ЩйЛаж
47,бДр╤ки,19,13.3,10,а╪,2,2.3,1.6,1.8,1.2,0.7,877.7777778,0.25,3.85,3.6,4.1,╧ЩйЛаж
57,бДр╤ки,19,7.4,4.7,а╪,2.23,1.65,2.41,1.98,0,0,1133.333333,0.36,4.135,4.64,3.63,╧ЩйЛаж
74,бДр╤ки,19,12.6,6.8,а╪,1.6,1.5,2,1.8,0,0,1566.666667,0.46,3.45,3.6,3.3,╧ЩйЛаж
85,бДр╤ки,19,12.8,6.5,0,3.8,1.9,2,2.2,0,0,1422.222222,0.49,4.95,5.8,4.1,╧ЩйЛаж
85,бДр╤ки,19,13,5.2,0,2.6,1.5,1.4,1.5,0,0,1422.222222,0.6,3.5,4,3,╧ЩйЛаж
86,бДр╤ки,19,12.3,5.6,а╪,1.8,1.5,1.6,2,0,0,1155.555556,0.54,3.45,3.4,3.5,╧ЩйЛаж
88,бДр╤ки,19,13.7,5.3,а╪,1.9,1.7,1.6,1.8,0,0,1122.222222,0.61,3.5,3.5,3.5,╧ЩйЛаж
90,бДр╤ки,19,17.5,7.1,а╪,1.8,1.7,2.1,2.3,0,0,711.1111111,0.59,3.95,3.9,4,╧ЩйЛаж
4,бДр╤ки,19.1,10.5,4.2,а╪,2.6,2.61,2.99,3.22,3,9,2155.555556,0.6,5.71,5.59,5.83,╧ЩйЛаж
14,бДр╤ки,19.1,12.5,2,а╪,3.31,3.13,1.81,1.61,7,1.4,1022.222222,0.84,4.93,5.12,4.74,╧ЩйЛаж
18,бДр╤ки,19.1,12.7,5.5,а╪,0.71,0.71,1.02,1.01,1,5,422.2222222,0.57,1.725,1.73,1.72,╧ЩйЛаж
25,бДр╤ки,19.1,11.5,2.3,а╪,2.203,1.656,1.312,0.535,9.1,1.6,1700,0.8,2.853,3.515,2.191,╧ЩйЛаж
25,бДр╤ки,19.1,14.8,6.3,а╪,1.737,2.353,2.062,2.137,9.9,3.5,1700,0.57,4.1445,3.799,4.49,╧ЩйЛаж
25,бДр╤ки,19.1,13.8,7.4,а╪,1.587,1.587,1.428,1.889,2,7.4,1700,0.46,3.2455,3.015,3.476,╧ЩйЛаж
27,бДр╤ки,19.1,12.3,5.2,а╪,2.712,2.839,2.351,2.113,2.6,0.6,1077.777778,0.58,5.0075,5.063,4.952,╧ЩйЛаж
28,бДр╤ки,19.1,14.2,7.9,а╪,1.97,1.92,1.73,1.73,0.5,9.2,1466.666667,0.44,3.675,3.7,3.65,╧ЩйЛаж
29,бДр╤ки,19.1,13,9.2,а╪,1.48,1.89,1.77,1.84,1.5,1.8,1355.555556,0.29,3.49,3.25,3.73,╧ЩйЛаж
30,бДр╤ки,19.1,13.7,9.4,а╪,1.9,2.1,1.9,1.6,8.3,8,1444.444444,0.31,3.75,3.8,3.7,╧ЩйЛаж
30,бДр╤ки,19.1,14.5,7.6,а╪,1.26,1.77,1.91,2.07,2.4,6,1444.444444,0.48,3.505,3.17,3.84,╧ЩйЛаж
32,бДр╤ки,19.1,13.3,9.1,а╪,2.14,2.15,2.12,1.92,6,6.5,1511.111111,0.32,4.165,4.26,4.07,╧ЩйЛаж
34,бДр╤ки,19.1,13.1,4.6,а╪,1.92,1.58,2.98,2.27,6.6,2.53,977.7777778,0.65,4.375,4.9,3.85,╧ЩйЛаж
36,бДр╤ки,19.1,13.1,4.9,а╪,1.54,2.59,1.73,2.19,6.3,3.6,1088.888889,0.63,4.025,3.27,4.78,╧ЩйЛаж
46,бДр╤ки,19.1,13,7.5,а╪,1.16,0.98,1.72,1.46,9.9,2.2,1655.555556,0.42,2.66,2.88,2.44,╧ЩйЛаж
46,бДр╤ки,19.1,13.3,6.1,а╪,2.43,2.2,2.26,1.38,5,9.8,1655.555556,0.54,4.135,4.69,3.58,╧ЩйЛаж
46,бДр╤ки,19.1,14.1,7.6,а╪,2.07,1.87,1.73,1.41,7.5,7.1,1655.555556,0.46,3.54,3.8,3.28,╧ЩйЛаж
46,бДр╤ки,19.1,12.9,8.1,а╪,2.27,2.05,1.42,1.11,2,5.8,1655.555556,0.37,3.425,3.69,3.16,╧ЩйЛаж
57,бДр╤ки,19.1,12.6,4.4,а╪,2,2.21,2.23,1.81,0,0,1133.333333,0.65,4.125,4.23,4.02,╧ЩйЛаж
57,бДр╤ки,19.1,11.4,2.8,а╪,2.58,2.08,2.3,2.55,0,0,1133.333333,0.75,4.755,4.88,4.63,╧ЩйЛаж
71,бДр╤ки,19.1,16,11.5,а╪,1.7,1.6,2.5,2.2,0,0,1022.222222,0.28,4,4.2,3.8,╧ЩйЛаж
71,бДр╤ки,19.1,16.2,8.5,а╪,1.3,2.3,2.8,3.3,0,0,1022.222222,0.48,4.85,4.1,5.6,╧ЩйЛаж
85,бДр╤ки,19.1,14.6,6.4,0,2.1,1.4,1.2,1.4,0,0,1422.222222,0.56,3.05,3.3,2.8,╧ЩйЛаж
87,бДр╤ки,19.1,13.6,2.5,а╪,1.6,3.3,2.7,2.4,0,0,588.8888889,0.82,5,4.3,5.7,╧ЩйЛаж
90,бДр╤ки,19.1,14.3,7.6,а╪,2.4,1.8,1.6,2.2,0,0,711.1111111,0.47,4,4,4,╧ЩйЛаж
29,бДр╤ки,19.2,12.6,7.2,а╪,2.07,1.92,1.58,1.7,2.4,3.5,1355.555556,0.43,3.635,3.65,3.62,╧ЩйЛаж
30,бДр╤ки,19.2,14.5,6.2,а╪,1.56,1.72,2.11,2.15,4.3,4.5,1444.444444,0.57,3.77,3.67,3.87,╧ЩйЛаж
30,бДр╤ки,19.2,14.1,6.8,а╪,1.14,1.79,2.4,2.19,6.2,3.5,1444.444444,0.52,3.76,3.54,3.98,╧ЩйЛаж
32,бДр╤ки,19.2,15.8,10,а╪,1.3,1.92,1.93,1.79,9.3,5.7,1511.111111,0.37,3.47,3.23,3.71,╧ЩйЛаж
34,бДр╤ки,19.2,13.7,6,а╪,2.22,2.13,2.26,2.16,3.4,1.5,977.7777778,0.56,4.385,4.48,4.29,╧ЩйЛаж
34,бДр╤ки,19.2,12.3,2.3,а╪,1.9,1.7,1.5,2.1,4.1,1.8,977.7777778,0.81,3.6,3.4,3.8,╧ЩйЛаж
42,бДр╤ки,19.2,13.7,7.8,а╪,0.83,1.7,2.09,0.66,4.2,5.9,2288.888889,0.43,2.64,2.92,2.36,╧ЩйЛаж
42,бДр╤ки,19.2,14.4,7.8,а╪,1.77,1.98,2.25,2.14,7.1,2.6,2288.888889,0.46,4.07,4.02,4.12,╧ЩйЛаж
44,бДр╤ки,19.2,12.5,8.1,а╪,1.39,2.25,2.36,1.71,2,5.7,1977.777778,0.35,3.855,3.75,3.96,╧ЩйЛаж
45,бДр╤ки,19.2,8.7,6.4,а╪,1.8,1.75,1.76,1.62,2,6.8,1466.666667,0.26,3.465,3.56,3.37,╧ЩйЛаж
45,бДр╤ки,19.2,11.9,2.4,а╪,1.98,2.38,1.88,2.48,5.5,5.4,1466.666667,0.8,4.36,3.86,4.86,╧ЩйЛаж
46,бДр╤ки,19.2,14.2,6.9,а╪,1.78,1.8,1.86,1.53,9.9,8.4,1655.555556,0.51,3.485,3.64,3.33,╧ЩйЛаж
46,бДр╤ки,19.2,13.7,4.6,а╪,1.72,1.99,2.16,1.6,2,8.8,1655.555556,0.66,3.735,3.88,3.59,╧ЩйЛаж
57,бДр╤ки,19.2,12.7,3.3,а╪,1.79,1.93,2,1.84,0,0,1133.333333,0.74,3.78,3.79,3.77,╧ЩйЛаж
57,бДр╤ки,19.2,5.8,2.5,а╪,2.55,2.2,2,1.79,0,0,1133.333333,0.57,4.27,4.55,3.99,╧ЩйЛаж
60,бДр╤ки,19.2,19,8.4,а╪,1.63,1.57,1.46,1.22,0,0,977.7777778,0.56,2.94,3.09,2.79,╧ЩйЛаж
71,бДр╤ки,19.2,18.7,12.3,а╪,2.9,3,2.5,3.5,0,0,1022.222222,0.34,5.95,5.4,6.5,╧ЩйЛаж
72,бДр╤ки,19.2,16.7,10.7,а╪,1.3,1.7,1.9,1.2,0,0,944.4444444,0.36,3.05,3.2,2.9,╧ЩйЛаж
74,бДр╤ки,19.2,11.7,5.1,а╪,2.7,1.9,2.2,2.6,0,0,1566.666667,0.56,4.7,4.9,4.5,╧ЩйЛаж
82,бДр╤ки,19.2,12.6,3.7,а╪,2.6,3.1,2.9,2.6,0,0,688.8888889,0.71,5.6,5.5,5.7,╧ЩйЛаж
86,бДр╤ки,19.2,12.6,4.4,а╪,1.9,2.3,2.5,2.2,0,0,1155.555556,0.65,4.45,4.4,4.5,╧ЩйЛаж
87,бДр╤ки,19.2,13.3,4.5,а╪,3,1.7,1.4,2.3,0,0,588.8888889,0.66,4.2,4.4,4,╧ЩйЛаж
89,бДр╤ки,19.2,17.5,5.4,а╪,1.6,1.6,1.6,1.5,0,0,766.6666667,0.69,3.15,3.2,3.1,╧ЩйЛаж
90,бДр╤ки,19.2,12.4,9.9,а╪,2.6,1.5,1.7,2.2,0,0,711.1111111,0.2,4,4.3,3.7,╧ЩйЛаж
30,бДр╤ки,19.3,11.3,2,а╪,2.3,1.4,1.3,1.4,5.3,4.3,1444.444444,0.82,3.2,3.6,2.8,╧ЩйЛаж
32,бДр╤ки,19.3,14.8,10.4,а╪,2,2.14,2.25,1.96,5,5.5,1511.111111,0.3,4.175,4.25,4.1,╧ЩйЛаж
45,бДр╤ки,19.3,13.7,7.7,а╪,1.33,1.34,0.87,0.9,0.4,0.3,1466.666667,0.44,2.22,2.2,2.24,╧ЩйЛаж
57,бДр╤ки,19.3,11.5,3.8,а╪,2.29,2.8,2.92,1.72,0,0,1133.333333,0.67,4.865,5.21,4.52,╧ЩйЛаж
71,бДр╤ки,19.3,18.7,12.3,а╪,2.4,2.4,2.1,2.3,0,0,1022.222222,0.34,4.6,4.5,4.7,╧ЩйЛаж
72,бДр╤ки,19.3,16.2,12.6,а╪,1,1,1.1,1.5,0,0,944.4444444,0.22,2.3,2.1,2.5,╧ЩйЛаж
85,бДр╤ки,19.3,14.6,8.3,0,1.6,1.7,2.1,2,0,0,1422.222222,0.43,3.7,3.7,3.7,╧ЩйЛаж
85,бДр╤ки,19.3,15.4,5.5,0,2,1.9,2.9,2.7,0,0,1422.222222,0.64,4.75,4.9,4.6,╧ЩйЛаж
85,бДр╤ки,19.3,13.8,8,0,3.2,2.2,2,1.9,0,0,1422.222222,0.42,4.65,5.2,4.1,╧ЩйЛаж
85,бДр╤ки,19.3,14.3,6.8,0,1.3,1.8,2.2,2.3,0,0,1422.222222,0.52,3.8,3.5,4.1,╧ЩйЛаж
86,бДр╤ки,19.3,11.1,1.4,а╪,2.5,2,1.8,1.9,0,0,1155.555556,0.87,4.1,4.3,3.9,╧ЩйЛаж
90,бДр╤ки,19.3,14.3,10.6,а╪,2.7,1.7,1.7,1.7,0,0,711.1111111,0.26,3.9,4.4,3.4,╧ЩйЛаж
4,бДр╤ки,19.4,9.6,4.4,а╪,2.69,2.49,3.15,1.4,8.3,0.1,2155.555556,0.54,4.865,5.84,3.89,╧ЩйЛаж
4,бДр╤ки,19.4,11.9,5.1,а╪,2.75,2.7,2.23,2.56,1.9,3.3,2155.555556,0.57,5.12,4.98,5.26,╧ЩйЛаж
19,бДр╤ки,19.4,13,0.8,а╪,1.569,1.95,1.723,1.485,5.6,1.3,766.6666667,0.94,3.3635,3.292,3.435,╧ЩйЛаж
25,бДр╤ки,19.4,12.6,7.7,а╪,2.016,1.565,1.833,1.873,0.8,5,1700,0.39,3.6435,3.849,3.438,╧ЩйЛаж
27,бДр╤ки,19.4,11.7,5.9,а╪,2.038,2.363,1.483,1.381,9.7,8.4,1077.777778,0.5,3.6325,3.521,3.744,╧ЩйЛаж
28,бДр╤ки,19.4,12.4,10.4,а╪,1.9,1.9,1.5,1.8,9,2.3,1466.666667,0.16,3.55,3.4,3.7,╧ЩйЛаж
28,бДр╤ки,19.4,14.5,9.2,а╪,1.25,1.51,1.89,1.88,8.8,8.8,1466.666667,0.37,3.265,3.14,3.39,╧ЩйЛаж
29,бДр╤ки,19.4,14.4,10.1,а╪,1.98,1.81,1.64,1.78,7.3,5,1355.555556,0.3,3.605,3.62,3.59,╧ЩйЛаж
30,бДр╤ки,19.4,13.1,6.4,а╪,1.44,1.69,1.98,1.52,9.7,4.1,1444.444444,0.51,3.315,3.42,3.21,╧ЩйЛаж
33,бДр╤ки,19.4,15.1,10.5,а╪,1.97,1.75,1.05,1.39,7.9,9.5,1766.666667,0.3,3.08,3.02,3.14,╧ЩйЛаж
42,бДр╤ки,19.4,14.7,7.3,а╪,2.06,1.8,1.76,2,3,1.5,2288.888889,0.5,3.81,3.82,3.8,╧ЩйЛаж
44,бДр╤ки,19.4,13.6,5.4,а╪,2.45,2,1.67,2.49,1.1,9.4,1977.777778,0.6,4.305,4.12,4.49,╧ЩйЛаж
44,бДр╤ки,19.4,13.3,5.8,а╪,1.76,1.87,1.28,2.84,7,2.7,1977.777778,0.56,3.875,3.04,4.71,╧ЩйЛаж
45,бДр╤ки,19.4,11.2,5.3,а╪,1.42,1.5,1.75,2.24,0.5,2.3,1466.666667,0.53,3.455,3.17,3.74,╧ЩйЛаж
60,бДр╤ки,19.4,17.1,11,а╪,1.83,1.65,1.35,1.96,0,0,977.7777778,0.36,3.395,3.18,3.61,╧ЩйЛаж
71,бДр╤ки,19.4,18.6,11.1,а╪,2.8,3.6,2.5,2.8,0,0,1022.222222,0.4,5.85,5.3,6.4,╧ЩйЛаж
72,бДр╤ки,19.4,18.5,18.3,а╪,1.7,1.7,1.8,1.6,0,0,944.4444444,0.01,3.4,3.5,3.3,╧ЩйЛаж
87,бДр╤ки,19.4,12.6,1.4,а╪,1.7,1.2,1.6,1.5,0,0,588.8888889,0.89,3,3.3,2.7,╧ЩйЛаж
88,бДр╤ки,19.4,12.2,8.3,а╪,2.1,2,1.9,1.8,0,0,1122.222222,0.32,3.9,4,3.8,╧ЩйЛаж
88,бДр╤ки,19.4,14.8,5.2,а╪,1.7,1.8,1.9,1.3,0,0,1122.222222,0.65,3.35,3.6,3.1,╧ЩйЛаж
88,бДр╤ки,19.4,15.3,6.2,а╪,2,1.9,1.9,1.8,0,0,1122.222222,0.59,3.8,3.9,3.7,╧ЩйЛаж
15,бДр╤ки,19.5,13,2.5,а╪,1.463,1.596,2.74,3.03,6,3.2,788.8888889,0.81,4.4145,4.203,4.626,╧ЩйЛаж
18,бДр╤ки,19.5,11.5,0.8,а╪,1.73,1.14,1.76,1.3,1.8,8.4,422.2222222,0.93,2.965,3.49,2.44,╧ЩйЛаж
25,бДр╤ки,19.5,11.6,6,а╪,1.54,1.159,1.837,1.583,7.5,7.6,1700,0.48,3.0595,3.377,2.742,╧ЩйЛаж
25,бДр╤ки,19.5,13,5.8,а╪,2.116,2.073,1.882,2.121,0.3,6.6,1700,0.55,4.096,3.998,4.194,╧ЩйЛаж
27,бДр╤ки,19.5,12.2,5.8,а╪,1.769,1.815,2.017,1.584,0.5,1.7,1077.777778,0.52,3.5925,3.786,3.399,╧ЩйЛаж
29,бДр╤ки,19.5,13.6,9.9,а╪,1.98,2.01,1.9,1.83,8.5,1,1355.555556,0.27,3.86,3.88,3.84,╧ЩйЛаж
45,бДр╤ки,19.5,13,6.1,а╪,1.34,1.7,1.54,1.22,9.8,6.3,1466.666667,0.53,2.9,2.88,2.92,╧ЩйЛаж
46,бДр╤ки,19.5,15.2,5.8,а╪,2.56,2.3,1.4,1.41,4,5.2,1655.555556,0.62,3.835,3.96,3.71,╧ЩйЛаж
47,бДр╤ки,19.5,13.1,9.3,а╪,2.6,2.3,2.5,2.3,7.5,7.9,877.7777778,0.29,4.85,5.1,4.6,╧ЩйЛаж
57,бДр╤ки,19.5,12.1,3.1,а╪,1.88,2.76,2.8,1.68,0,0,1133.333333,0.74,4.56,4.68,4.44,╧ЩйЛаж
57,бДр╤ки,19.5,11.1,4.1,а╪,1.51,1.85,1.74,1.76,0,0,1133.333333,0.63,3.43,3.25,3.61,╧ЩйЛаж
57,бДр╤ки,19.5,10.1,5.7,а╪,2.17,2.46,2.31,2.09,0,0,1133.333333,0.44,4.515,4.48,4.55,╧ЩйЛаж
82,бДр╤ки,19.5,11.5,4,а╪,2,2.7,2.1,2.4,0,0,688.8888889,0.65,4.6,4.1,5.1,╧ЩйЛаж
83,бДр╤ки,19.5,12.4,1.9,а╪,2.5,2.6,3.2,1.4,0,0,555.5555556,0.85,4.85,5.7,4,╧ЩйЛаж
83,бДр╤ки,19.5,12.4,0.8,а╪,2.2,2.6,2.2,1.4,0,0,555.5555556,0.94,4.2,4.4,4,╧ЩйЛаж
83,бДр╤ки,19.5,9.3,1.3,а╪,2,2.9,2.5,2.3,0,0,555.5555556,0.86,4.85,4.5,5.2,╧ЩйЛаж
85,бДр╤ки,19.5,16,10,0,3.3,2.4,1.4,2.2,0,0,1422.222222,0.38,4.65,4.7,4.6,╧ЩйЛаж
14,бДр╤ки,19.6,14.3,3.6,а╪,2.21,3.31,3.6,3.41,9.3,1.1,1022.222222,0.75,6.265,5.81,6.72,╧ЩйЛаж
18,бДр╤ки,19.6,10.5,2.1,а╪,1.85,1.43,1.45,1.82,7.5,9,422.2222222,0.8,3.275,3.3,3.25,╧ЩйЛаж
27,бДр╤ки,19.6,9.6,2.8,а╪,2.59,2.43,1.768,2.052,3.1,8.4,1077.777778,0.71,4.42,4.358,4.482,╧ЩйЛаж
28,бДр╤ки,19.6,12.1,6.5,а╪,2.16,2.08,2.21,2.19,7.8,6,1466.666667,0.46,4.32,4.37,4.27,╧ЩйЛаж
34,бДр╤ки,19.6,11.7,5.5,а╪,1.5,1.7,1.8,2.5,56.5,1.7,977.7777778,0.53,3.75,3.3,4.2,╧ЩйЛаж
36,бДр╤ки,19.6,13,5.1,а╪,1.66,2.06,2.28,2.01,0.5,6.4,1088.888889,0.61,4.005,3.94,4.07,╧ЩйЛаж
44,бДр╤ки,19.6,13.5,5.3,а╪,2.21,2.01,2.19,2.3,0.52,5.7,1977.777778,0.61,4.355,4.4,4.31,╧ЩйЛаж
45,бДр╤ки,19.6,14,8.2,а╪,1.94,1.2,0.75,1.45,4.6,8.7,1466.666667,0.41,2.67,2.69,2.65,╧ЩйЛаж
45,бДр╤ки,19.6,15.6,8.8,а╪,1.88,1.74,1.65,1.33,5.2,3.4,1466.666667,0.44,3.3,3.53,3.07,╧ЩйЛаж
48,бДр╤ки,19.6,13.3,3.9,а╪,1.14,1.51,1.4,2.14,7.5,9.5,1022.222222,0.71,3.095,2.54,3.65,╧ЩйЛаж
57,бДр╤ки,19.6,12.5,3.4,а╪,1.84,2.11,2.12,1.49,0,0,1133.333333,0.73,3.78,3.96,3.6,╧ЩйЛаж
71,бДр╤ки,19.6,18.8,12.7,а╪,2.9,2.4,2.1,2.9,0,0,1022.222222,0.32,5.15,5,5.3,╧ЩйЛаж
72,бДр╤ки,19.6,17.7,14.3,а╪,1.6,1.3,1.9,1.8,0,0,944.4444444,0.19,3.3,3.5,3.1,╧ЩйЛаж
82,бДр╤ки,19.6,13.1,5.3,а╪,2.8,2.7,2.7,2.9,0,0,688.8888889,0.6,5.55,5.5,5.6,╧ЩйЛаж
83,бДр╤ки,19.6,11.7,2.1,а╪,2.2,2.5,2.4,1.8,0,0,555.5555556,0.82,4.45,4.6,4.3,╧ЩйЛаж
85,бДр╤ки,19.6,14.6,9.7,0,2,2.8,2.3,2.5,0,0,1422.222222,0.34,4.8,4.3,5.3,╧ЩйЛаж
88,бДр╤ки,19.6,13.2,5.7,а╪,1.8,1.9,1.5,1.6,0,0,1122.222222,0.57,3.4,3.3,3.5,╧ЩйЛаж
90,бДр╤ки,19.6,13.9,6.3,а╪,1.9,1.9,1.8,2.2,0,0,711.1111111,0.55,3.9,3.7,4.1,╧ЩйЛаж
90,бДр╤ки,19.6,14.7,6.9,а╪,2,1.6,1.6,1.8,0,0,711.1111111,0.53,3.5,3.6,3.4,╧ЩйЛаж
90,бДр╤ки,19.6,16.6,7,а╪,2.3,1.8,1.6,2.7,0,0,711.1111111,0.58,4.2,3.9,4.5,╧ЩйЛаж
4,бДр╤ки,19.7,11.7,2.4,а╪,1.251,2.978,1.7,1.72,2.5,0.5,2155.555556,0.79,3.8245,2.951,4.698,╧ЩйЛаж
14,бДр╤ки,19.7,13.4,2.6,а╪,2.15,2.08,3.85,2.86,0.8,7.9,1022.222222,0.81,5.47,6,4.94,╧ЩйЛаж
14,бДр╤ки,19.7,14.1,5.2,а╪,1.6,1.8,1.2,2,7,7.7,1022.222222,0.63,3.3,2.8,3.8,╧ЩйЛаж
15,бДр╤ки,19.7,13.6,1.6,а╪,1.255,1.086,1.99,0.57,7.5,8.7,788.8888889,0.88,2.4505,3.245,1.656,╧ЩйЛаж
18,бДр╤ки,19.7,11.1,1.3,а╪,1.74,1.79,2.51,1.36,3.24,7.6,422.2222222,0.88,3.7,4.25,3.15,╧ЩйЛаж
19,бДр╤ки,19.7,10.7,1.3,а╪,2.998,1.843,2.35,2.532,1.2,5.4,766.6666667,0.88,4.8615,5.348,4.375,╧ЩйЛаж
27,бДр╤ки,19.7,13.6,7.6,а╪,1.671,1.908,1.642,2.12,6.4,9.1,1077.777778,0.44,3.6705,3.313,4.028,╧ЩйЛаж
29,бДр╤ки,19.7,15.6,9.8,а╪,1.54,1.82,1.98,1.85,1.3,2.9,1355.555556,0.37,3.595,3.52,3.67,╧ЩйЛаж
34,бДр╤ки,19.7,15.6,7.1,а╪,2.23,2.56,2.43,2.26,8.1,1.1,977.7777778,0.54,4.74,4.66,4.82,╧ЩйЛаж
34,бДр╤ки,19.7,13.7,4,а╪,1.76,1.68,2.43,1.6,4.6,2.5,977.7777778,0.71,3.735,4.19,3.28,╧ЩйЛаж
44,бДр╤ки,19.7,12.9,7.2,а╪,1.84,1.64,1.98,2.24,7.5,1.9,1977.777778,0.44,3.85,3.82,3.88,╧ЩйЛаж
44,бДр╤ки,19.7,12.7,6.7,а╪,2.4,2.2,2.4,2.5,6.3,8.7,1977.777778,0.47,4.75,4.8,4.7,╧ЩйЛаж
44,бДр╤ки,19.7,11.7,5.9,а╪,1.93,1.94,0.66,2.36,9,0.7,1977.777778,0.5,3.445,2.59,4.3,╧ЩйЛаж
44,бДр╤ки,19.7,12.6,7.3,а╪,2.27,2.11,2.3,2.05,6.8,8.1,1977.777778,0.42,4.365,4.57,4.16,╧ЩйЛаж
57,бДр╤ки,19.7,10.5,5.4,а╪,2.26,2.2,2.16,1.85,0,0,1133.333333,0.49,4.235,4.42,4.05,╧ЩйЛаж
71,бДр╤ки,19.7,17.6,11.7,а╪,3,2.6,1.9,2,0,0,1022.222222,0.34,4.75,4.9,4.6,╧ЩйЛаж
72,бДр╤ки,19.7,16.3,10.5,а╪,1.2,2.4,1.5,1.9,0,0,944.4444444,0.36,3.5,2.7,4.3,╧ЩйЛаж
83,бДр╤ки,19.7,12,1.7,а╪,2,2.6,2.8,2.1,0,0,555.5555556,0.86,4.75,4.8,4.7,╧ЩйЛаж
83,бДр╤ки,19.7,13.1,2.6,а╪,1.8,1.8,2.9,2.6,0,0,555.5555556,0.8,4.55,4.7,4.4,╧ЩйЛаж
85,бДр╤ки,19.7,15.6,6.3,0,2.5,2.2,1.6,1.9,0,0,1422.222222,0.6,4.1,4.1,4.1,╧ЩйЛаж
86,бДр╤ки,19.7,14.2,4.7,а╪,2.4,1.5,1.8,2.1,0,0,1155.555556,0.67,3.9,4.2,3.6,╧ЩйЛаж
87,бДр╤ки,19.7,10.9,1.3,а╪,1.9,2.8,1.7,2.2,0,0,588.8888889,0.88,4.3,3.6,5,╧ЩйЛаж
90,бДр╤ки,19.7,12.9,8.2,а╪,1.6,1.5,1.4,2.5,0,0,711.1111111,0.36,3.5,3,4,╧ЩйЛаж
4,бДр╤ки,19.8,12.5,3.2,а╪,3.21,2.84,2.23,2.49,6.4,7.6,2155.555556,0.74,5.385,5.44,5.33,╧ЩйЛаж
4,бДр╤ки,19.8,11.7,6.1,а╪,1.38,2.09,3,2,0.2,9.8,2155.555556,0.48,4.235,4.38,4.09,╧ЩйЛаж
19,бДр╤ки,19.8,11,0.9,а╪,1.739,1.887,2.14,1.862,1.2,1.5,766.6666667,0.92,3.814,3.879,3.749,╧ЩйЛаж
20,бДр╤ки,19.8,12,1.1,а╪,2.38,2.278,1.608,1.239,4.2,7.3,822.2222222,0.91,3.7525,3.988,3.517,╧ЩйЛаж
27,бДр╤ки,19.8,13,7.3,а╪,2.176,2.468,1.301,1.835,8.1,0.8,1077.777778,0.44,3.89,3.477,4.303,╧ЩйЛаж
28,бДр╤ки,19.8,14.6,7.1,а╪,1.6,1.7,1.48,2.63,1.6,3.6,1466.666667,0.51,3.705,3.08,4.33,╧ЩйЛаж
29,бДр╤ки,19.8,14.9,8.7,а╪,1.93,1.88,2.08,1.93,3.8,4.5,1355.555556,0.42,3.91,4.01,3.81,╧ЩйЛаж
29,бДр╤ки,19.8,15.2,7.7,а╪,1.87,1.59,1.67,2.06,7.8,0.8,1355.555556,0.49,3.595,3.54,3.65,╧ЩйЛаж
30,бДр╤ки,19.8,13.5,6.3,а╪,1.3,1.94,1.91,1.64,4.2,8,1444.444444,0.53,3.395,3.21,3.58,╧ЩйЛаж
32,бДр╤ки,19.8,14.8,5.8,а╪,1.42,2.2,1.87,1.85,1.4,1.3,1511.111111,0.61,3.67,3.29,4.05,╧ЩйЛаж
42,бДр╤ки,19.8,15.8,8.9,а╪,1.7,1.6,1.9,1.51,7.5,1.1,2288.888889,0.44,3.355,3.6,3.11,╧ЩйЛаж
44,бДр╤ки,19.8,12.8,6.7,а╪,2.3,2.1,2.7,2.8,0.1,6.6,1977.777778,0.48,4.95,5,4.9,╧ЩйЛаж
74,бДр╤ки,19.8,11.2,4.6,а╪,1.5,1.6,1.8,1.9,0,0,1566.666667,0.59,3.4,3.3,3.5,╧ЩйЛаж
82,бДр╤ки,19.8,10.5,2,а╪,3.1,3.3,3,2.4,0,0,688.8888889,0.81,5.9,6.1,5.7,╧ЩйЛаж
82,бДр╤ки,19.8,13.5,2.3,а╪,2.5,3,3.1,2.3,0,0,688.8888889,0.83,5.45,5.6,5.3,╧ЩйЛаж
87,бДр╤ки,19.8,13,5.5,а╪,2.2,2.5,1.8,1.9,0,0,588.8888889,0.58,4.2,4,4.4,╧ЩйЛаж
88,бДр╤ки,19.8,14.6,5.4,а╪,1.3,1.7,1.6,1.7,0,0,1122.222222,0.63,3.15,2.9,3.4,╧ЩйЛаж
90,бДр╤ки,19.8,15.6,8.2,а╪,2.5,2,1.8,2.4,0,0,711.1111111,0.47,4.35,4.3,4.4,╧ЩйЛаж
